Handle ,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status,
Black-Skin-Woman-Zippered-Bot-0012805,,,,,,,,,40,,,,,40,200,shopify,7783,deny,manual,88.44,91.13,TRUE,TRUE,,https://cdn.dsmcdn.com/ty521/product/media/images/20220901/13/168035875/556854995/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Black-Skin-Woman-Zippered-Bot-0012805,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty520/product/media/images/20220901/13/168035875/556854995/2/2_org_zoom.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,
Black-Skin-Woman-Zippered-Bot-0012805,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty519/product/media/images/20220901/13/168035875/556854995/3/3_org_zoom.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,
Black-Skin-Woman-Zippered-Bot-0012805,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty520/product/media/images/20220901/13/168035875/556854995/4/4_org_zoom.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,
Black-Skin-Woman-Zippered-Bot-0012805,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty520/product/media/images/20220901/13/168035875/556854995/5/5_org_zoom.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,
Super-light-white-navy-blue-unisex-sneaker-00124105,Super light white navy blue unisex sneaker 00124105,Made in Turkey.,RÝCCON,,Sneaker,Sneaker,TRUE,Body size,36,,,,,36,200,shopify,3531,deny,manual,46.0,51.44,TRUE,TRUE,,https://cdn.dsmcdn.com/ty347/product/media/images/20220302/20/61394449/401673351/1/1_org_zoom.jpg,1,,FALSE,Super light white navy blue unisex sneaker 00124105,,,,,,,,used,FALSE,,,,,,,g,,,,,active,
Super-light-white-navy-blue-unisex-sneaker-00124105,,,,,,,,,37,,,,,37,200,shopify,3531,deny,manual,46.0,51.44,TRUE,TRUE,,https://cdn.dsmcdn.com/ty347/product/media/images/20220302/20/61394449/401673351/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Super-light-white-navy-blue-unisex-sneaker-00124105,,,,,,,,,38,,,,,38,200,shopify,3531,deny,manual,46.0,51.44,TRUE,TRUE,,https://cdn.dsmcdn.com/ty347/product/media/images/20220302/20/61394449/401673351/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Super-light-white-navy-blue-unisex-sneaker-00124105,,,,,,,,,39,,,,,39,200,shopify,3531,deny,manual,46.0,51.44,TRUE,TRUE,,https://cdn.dsmcdn.com/ty347/product/media/images/20220302/20/61394449/401673351/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Super-light-white-navy-blue-unisex-sneaker-00124105,,,,,,,,,40,,,,,40,200,shopify,3531,deny,manual,46.0,51.44,TRUE,TRUE,,https://cdn.dsmcdn.com/ty347/product/media/images/20220302/20/61394449/401673351/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Super-light-white-navy-blue-unisex-sneaker-00124105,,,,,,,,,41,,,,,41,200,shopify,3531,deny,manual,46.0,51.44,TRUE,TRUE,,https://cdn.dsmcdn.com/ty347/product/media/images/20220302/20/61394449/401673351/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Super-light-white-navy-blue-unisex-sneaker-00124105,,,,,,,,,42,,,,,42,200,shopify,3531,deny,manual,46.0,51.44,TRUE,TRUE,,https://cdn.dsmcdn.com/ty347/product/media/images/20220302/20/61394449/401673351/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Super-light-white-navy-blue-unisex-sneaker-00124105,,,,,,,,,43,,,,,43,200,shopify,3531,deny,manual,46.0,51.44,TRUE,TRUE,,https://cdn.dsmcdn.com/ty347/product/media/images/20220302/20/61394449/401673351/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Super-light-white-navy-blue-unisex-sneaker-00124105,,,,,,,,,44,,,,,44,200,shopify,3531,deny,manual,46.0,51.44,TRUE,TRUE,,https://cdn.dsmcdn.com/ty347/product/media/images/20220302/20/61394449/401673351/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Super-light-white-navy-blue-unisex-sneaker-00124105,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty347/product/media/images/20220302/20/61394449/401673351/2/2_org_zoom.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,
Super-light-white-navy-blue-unisex-sneaker-00124105,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty346/product/media/images/20220302/20/61394449/401673351/3/3_org_zoom.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,
Super-light-white-navy-blue-unisex-sneaker-00124105,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty346/product/media/images/20220302/20/61394449/401673351/4/4_org_zoom.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,
Super-light-white-navy-blue-unisex-sneaker-00124105,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty346/product/media/images/20220302/20/61394449/401673351/5/5_org_zoom.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,
Super-light-white-navy-blue-unisex-sneaker-00124105,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty345/product/media/images/20220302/20/61394449/401673351/6/6_org_zoom.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,,
Black-Red-Unisex-Sneaker-Bot-0012109,Black Red Unisex Sneaker Bot 0012109,Made in Turkey.,RÝCCON,,Bot & Bootie,Bot & Bootie,TRUE,Body size,40,,,,,40,200,shopify,5681,deny,manual,56.86,56.86,TRUE,TRUE,,https://cdn.dsmcdn.com/ty212/product/media/images/20211027/10/157456197/276595278/1/1_org_zoom.jpg,1,,FALSE,Black Red Unisex Sneaker Bot 0012109,,,,,,,,used,FALSE,,,,,,,g,,,,,active,
Black-Red-Unisex-Sneaker-Bot-0012109,,,,,,,,,41,,,,,41,200,shopify,5681,deny,manual,56.86,56.86,TRUE,TRUE,,https://cdn.dsmcdn.com/ty212/product/media/images/20211027/10/157456197/276595278/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Black-Red-Unisex-Sneaker-Bot-0012109,,,,,,,,,42,,,,,42,200,shopify,5681,deny,manual,56.86,56.86,TRUE,TRUE,,https://cdn.dsmcdn.com/ty212/product/media/images/20211027/10/157456197/276595278/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Black-Red-Unisex-Sneaker-Bot-0012109,,,,,,,,,43,,,,,43,200,shopify,5681,deny,manual,56.86,56.86,TRUE,TRUE,,https://cdn.dsmcdn.com/ty212/product/media/images/20211027/10/157456197/276595278/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Black-Red-Unisex-Sneaker-Bot-0012109,,,,,,,,,44,,,,,44,200,shopify,5681,deny,manual,56.86,56.86,TRUE,TRUE,,https://cdn.dsmcdn.com/ty212/product/media/images/20211027/10/157456197/276595278/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Black-Red-Unisex-Sneaker-Bot-0012109,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty210/product/media/images/20211027/10/157456197/276595278/2/2_org_zoom.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,
Black-Red-Unisex-Sneaker-Bot-0012109,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty211/product/media/images/20211027/10/157456197/276595278/3/3_org_zoom.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,
Black-Red-Unisex-Sneaker-Bot-0012109,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty212/product/media/images/20211027/10/157456197/276595278/4/4_org_zoom.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,
Black-Red-Unisex-Sneaker-Bot-0012109,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty210/product/media/images/20211027/10/157456197/276595278/5/5_org_zoom.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,
Black-White-Crepe-Unisex-Sneaker-00121057,Black White Crepe Unisex Sneaker 00121057,OrtaPedic Inner Base,RÝCCON,,Sneaker,Sneaker,TRUE,Body size,36,,,,,36,200,shopify,4686,deny,manual,45.12,49.63,TRUE,TRUE,,https://cdn.dsmcdn.com/ty336/product/media/images/20220219/16/53613641/66060564/1/1_org_zoom.jpg,1,,FALSE,Black White Crepe Unisex Sneaker 00121057,,,,,,,,used,FALSE,,,,,,,g,,,,,active,
Black-White-Crepe-Unisex-Sneaker-00121057,,,,,,,,,37,,,,,37,200,shopify,4686,deny,manual,45.12,49.63,TRUE,TRUE,,https://cdn.dsmcdn.com/ty336/product/media/images/20220219/16/53613641/66060564/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Black-White-Crepe-Unisex-Sneaker-00121057,,,,,,,,,38,,,,,38,200,shopify,4686,deny,manual,45.12,49.63,TRUE,TRUE,,https://cdn.dsmcdn.com/ty336/product/media/images/20220219/16/53613641/66060564/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Black-White-Crepe-Unisex-Sneaker-00121057,,,,,,,,,39,,,,,39,200,shopify,4686,deny,manual,45.12,49.63,TRUE,TRUE,,https://cdn.dsmcdn.com/ty336/product/media/images/20220219/16/53613641/66060564/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Black-White-Crepe-Unisex-Sneaker-00121057,,,,,,,,,40,,,,,40,200,shopify,4686,deny,manual,45.12,49.63,TRUE,TRUE,,https://cdn.dsmcdn.com/ty336/product/media/images/20220219/16/53613641/66060564/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Black-White-Crepe-Unisex-Sneaker-00121057,,,,,,,,,41,,,,,41,200,shopify,4686,deny,manual,45.12,49.63,TRUE,TRUE,,https://cdn.dsmcdn.com/ty336/product/media/images/20220219/16/53613641/66060564/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Black-White-Crepe-Unisex-Sneaker-00121057,,,,,,,,,42,,,,,42,200,shopify,4686,deny,manual,45.12,49.63,TRUE,TRUE,,https://cdn.dsmcdn.com/ty336/product/media/images/20220219/16/53613641/66060564/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Black-White-Crepe-Unisex-Sneaker-00121057,,,,,,,,,43,,,,,43,200,shopify,4686,deny,manual,45.12,49.63,TRUE,TRUE,,https://cdn.dsmcdn.com/ty336/product/media/images/20220219/16/53613641/66060564/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Black-White-Crepe-Unisex-Sneaker-00121057,,,,,,,,,44,,,,,44,200,shopify,4686,deny,manual,45.12,49.63,TRUE,TRUE,,https://cdn.dsmcdn.com/ty336/product/media/images/20220219/16/53613641/66060564/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Black-White-Crepe-Unisex-Sneaker-00121057,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty338/product/media/images/20220219/16/53613641/66060564/2/2_org_zoom.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,
Black-White-Crepe-Unisex-Sneaker-00121057,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty338/product/media/images/20220219/16/53613641/66060564/3/3_org_zoom.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,
Black-White-Crepe-Unisex-Sneaker-00121057,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty338/product/media/images/20220219/16/53613641/66060564/4/4_org_zoom.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,
Black-White-Crepe-Unisex-Sneaker-00121057,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty337/product/media/images/20220219/16/53613641/66060564/5/5_org_zoom.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,
Black-White-Crepe-Unisex-Sneaker-00121057,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty337/product/media/images/20220219/16/53613641/66060564/6/6_org_zoom.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,,
Black-White-Crepe-Unisex-Sneaker-00121057,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty336/product/media/images/20220219/16/53613641/66060564/7/7_org_zoom.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,,
Black-White-Crepe-Unisex-Sneaker-00121057,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty337/product/media/images/20220219/16/53613641/66060564/8/8_org_zoom.jpg,8,,,,,,,,,,,,,,,,,,,,,,,,,
Black-Skin-Woman-Bot-00123000,Black Skin Woman Bot 00123000,Made in Turkey.,RÝCCON,,Bot & Bootie,Bot & Bootie,TRUE,Body size,36,,,,,36,200,shopify,7410,deny,manual,84.8,84.8,TRUE,TRUE,,https://cdn.dsmcdn.com/ty519/product/media/images/20220831/15/167322594/555784166/1/1_org_zoom.jpg,1,,FALSE,Black Skin Woman Bot 00123000,,,,,,,,used,FALSE,,,,,,,g,,,,,active,
Black-Skin-Woman-Bot-00123000,,,,,,,,,37,,,,,37,200,shopify,7410,deny,manual,84.8,84.8,TRUE,TRUE,,https://cdn.dsmcdn.com/ty519/product/media/images/20220831/15/167322594/555784166/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Black-Skin-Woman-Bot-00123000,,,,,,,,,38,,,,,38,200,shopify,7410,deny,manual,84.8,84.8,TRUE,TRUE,,https://cdn.dsmcdn.com/ty519/product/media/images/20220831/15/167322594/555784166/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Black-Skin-Woman-Bot-00123000,,,,,,,,,39,,,,,39,200,shopify,7410,deny,manual,84.8,84.8,TRUE,TRUE,,https://cdn.dsmcdn.com/ty519/product/media/images/20220831/15/167322594/555784166/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Black-Skin-Woman-Bot-00123000,,,,,,,,,40,,,,,40,200,shopify,7410,deny,manual,84.8,84.8,TRUE,TRUE,,https://cdn.dsmcdn.com/ty519/product/media/images/20220831/15/167322594/555784166/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Black-Skin-Woman-Bot-00123000,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty520/product/media/images/20220831/15/167322594/555784166/2/2_org_zoom.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,
Black-Skin-Woman-Bot-00123000,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty520/product/media/images/20220831/15/167322594/555784166/3/3_org_zoom.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,
Black-Skin-Woman-Bot-00123000,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty521/product/media/images/20220831/15/167322594/555784166/4/4_org_zoom.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,
Black-Skin-Woman-Bot-00123000,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty520/product/media/images/20220831/15/167322594/555784166/5/5_org_zoom.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,
Black-Skin-Woman-Bot-00123000,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty521/product/media/images/20220831/15/167322594/555784166/6/6_org_zoom.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,,
Black-Skin-Woman-Bot-00123000,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty521/product/media/images/20220831/15/167322594/555784166/7/7_org_zoom.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,,
Extra-Matte-Black-Woman-Bot-0012213,Extra Matte Black Woman Bot 0012213,Made in Turkey.,RÝCCON,,Bot & Bootie,Bot & Bootie,TRUE,Body size,36,,,,,36,200,shopify,1120,deny,manual,64.94,64.94,TRUE,TRUE,,https://cdn.dsmcdn.com/ty501/product/media/images/20220810/18/157606705/528914953/1/1_org_zoom.jpg,1,,FALSE,Extra Matte Black Woman Bot 0012213,,,,,,,,used,FALSE,,,,,,,g,,,,,active,
Extra-Matte-Black-Woman-Bot-0012213,,,,,,,,,37,,,,,37,200,shopify,1120,deny,manual,64.94,64.94,TRUE,TRUE,,https://cdn.dsmcdn.com/ty501/product/media/images/20220810/18/157606705/528914953/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Extra-Matte-Black-Woman-Bot-0012213,,,,,,,,,38,,,,,38,200,shopify,1120,deny,manual,64.94,64.94,TRUE,TRUE,,https://cdn.dsmcdn.com/ty501/product/media/images/20220810/18/157606705/528914953/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Extra-Matte-Black-Woman-Bot-0012213,,,,,,,,,39,,,,,39,200,shopify,1120,deny,manual,64.94,64.94,TRUE,TRUE,,https://cdn.dsmcdn.com/ty501/product/media/images/20220810/18/157606705/528914953/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Extra-Matte-Black-Woman-Bot-0012213,,,,,,,,,40,,,,,40,200,shopify,1120,deny,manual,64.94,64.94,TRUE,TRUE,,https://cdn.dsmcdn.com/ty501/product/media/images/20220810/18/157606705/528914953/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Extra-Matte-Black-Woman-Bot-0012213,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty502/product/media/images/20220810/18/157606705/528914953/2/2_org_zoom.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,
Extra-Matte-Black-Woman-Bot-0012213,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty503/product/media/images/20220810/18/157606705/528914953/3/3_org_zoom.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,
Extra-Matte-Black-Woman-Bot-0012213,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty502/product/media/images/20220810/18/157606705/528914953/4/4_org_zoom.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,
Extra-Matte-Black-Woman-Bot-0012213,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty502/product/media/images/20220810/18/157606705/528914953/5/5_org_zoom.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,
Beige-Skin-Woman-High-Heels-Bot-00126400,Beige Skin Woman High Heels Bot 00126400,Made in Turkey.,RÝCCON,,Bot & Bootie,Bot & Bootie,TRUE,Body size,36,,,,,36,200,shopify,2684,deny,manual,88.44,91.13,TRUE,TRUE,,https://cdn.dsmcdn.com/ty520/product/media/images/20220901/13/168035873/556854991/1/1_org_zoom.jpg,1,,FALSE,Beige Skin Woman High Heels Bot 00126400,,,,,,,,used,FALSE,,,,,,,g,,,,,active,
Beige-Skin-Woman-High-Heels-Bot-00126400,,,,,,,,,37,,,,,37,200,shopify,2684,deny,manual,88.44,91.13,TRUE,TRUE,,https://cdn.dsmcdn.com/ty520/product/media/images/20220901/13/168035873/556854991/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Beige-Skin-Woman-High-Heels-Bot-00126400,,,,,,,,,38,,,,,38,200,shopify,2684,deny,manual,88.44,91.13,TRUE,TRUE,,https://cdn.dsmcdn.com/ty520/product/media/images/20220901/13/168035873/556854991/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Beige-Skin-Woman-High-Heels-Bot-00126400,,,,,,,,,39,,,,,39,200,shopify,2684,deny,manual,88.44,91.13,TRUE,TRUE,,https://cdn.dsmcdn.com/ty520/product/media/images/20220901/13/168035873/556854991/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Beige-Skin-Woman-High-Heels-Bot-00126400,,,,,,,,,40,,,,,40,200,shopify,2684,deny,manual,88.44,91.13,TRUE,TRUE,,https://cdn.dsmcdn.com/ty520/product/media/images/20220901/13/168035873/556854991/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Beige-Skin-Woman-High-Heels-Bot-00126400,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty520/product/media/images/20220901/13/168035873/556854991/2/2_org_zoom.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,
Beige-Skin-Woman-High-Heels-Bot-00126400,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty520/product/media/images/20220901/13/168035873/556854991/3/3_org_zoom.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,
Beige-Skin-Woman-High-Heels-Bot-00126400,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty520/product/media/images/20220901/13/168035873/556854991/4/4_org_zoom.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,
Beige-Skin-Woman-High-Heels-Bot-00126400,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty519/product/media/images/20220901/13/168035873/556854991/5/5_org_zoom.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,
Black-smoked-oranj-unisex-sneaker-0012705,Black smoked oranj unisex sneaker 0012705,Made in Turkey.,RÝCCON,,Sneaker,Sneaker,TRUE,Body size,36,,,,,36,200,shopify,1461,deny,manual,45.12,47.81,TRUE,TRUE,,https://cdn.dsmcdn.com/ty336/product/media/images/20220220/18/54173689/383752502/1/1_org_zoom.jpg,1,,FALSE,Black smoked oranj unisex sneaker 0012705,,,,,,,,used,FALSE,,,,,,,g,,,,,active,
Black-smoked-oranj-unisex-sneaker-0012705,,,,,,,,,37,,,,,37,200,shopify,1461,deny,manual,45.12,47.81,TRUE,TRUE,,https://cdn.dsmcdn.com/ty336/product/media/images/20220220/18/54173689/383752502/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Black-smoked-oranj-unisex-sneaker-0012705,,,,,,,,,38,,,,,38,200,shopify,1461,deny,manual,45.12,47.81,TRUE,TRUE,,https://cdn.dsmcdn.com/ty336/product/media/images/20220220/18/54173689/383752502/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Black-smoked-oranj-unisex-sneaker-0012705,,,,,,,,,39,,,,,39,200,shopify,1461,deny,manual,45.12,47.81,TRUE,TRUE,,https://cdn.dsmcdn.com/ty336/product/media/images/20220220/18/54173689/383752502/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Black-smoked-oranj-unisex-sneaker-0012705,,,,,,,,,40,,,,,40,200,shopify,1461,deny,manual,45.12,47.81,TRUE,TRUE,,https://cdn.dsmcdn.com/ty336/product/media/images/20220220/18/54173689/383752502/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Black-smoked-oranj-unisex-sneaker-0012705,,,,,,,,,41,,,,,41,200,shopify,1461,deny,manual,45.12,47.81,TRUE,TRUE,,https://cdn.dsmcdn.com/ty336/product/media/images/20220220/18/54173689/383752502/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Black-smoked-oranj-unisex-sneaker-0012705,,,,,,,,,42,,,,,42,200,shopify,1461,deny,manual,45.12,47.81,TRUE,TRUE,,https://cdn.dsmcdn.com/ty336/product/media/images/20220220/18/54173689/383752502/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Black-smoked-oranj-unisex-sneaker-0012705,,,,,,,,,43,,,,,43,200,shopify,1461,deny,manual,45.12,47.81,TRUE,TRUE,,https://cdn.dsmcdn.com/ty336/product/media/images/20220220/18/54173689/383752502/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Black-smoked-oranj-unisex-sneaker-0012705,,,,,,,,,44,,,,,44,200,shopify,1461,deny,manual,45.12,47.81,TRUE,TRUE,,https://cdn.dsmcdn.com/ty336/product/media/images/20220220/18/54173689/383752502/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Black-smoked-oranj-unisex-sneaker-0012705,,,,,,,,,45,,,,,45,200,shopify,1461,deny,manual,45.12,47.81,TRUE,TRUE,,https://cdn.dsmcdn.com/ty336/product/media/images/20220220/18/54173689/383752502/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Black-smoked-oranj-unisex-sneaker-0012705,,,,,,,,,46,,,,,46,200,shopify,1461,deny,manual,45.12,47.81,TRUE,TRUE,,https://cdn.dsmcdn.com/ty336/product/media/images/20220220/18/54173689/383752502/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Black-smoked-oranj-unisex-sneaker-0012705,,,,,,,,,47,,,,,47,200,shopify,1461,deny,manual,45.12,47.81,TRUE,TRUE,,https://cdn.dsmcdn.com/ty336/product/media/images/20220220/18/54173689/383752502/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Black-smoked-oranj-unisex-sneaker-0012705,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty337/product/media/images/20220220/18/54173689/383752502/2/2_org_zoom.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,
Black-smoked-oranj-unisex-sneaker-0012705,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty520/product/media/images/20220903/0/168754566/383752502/1/1_org_zoom.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,
Black-smoked-oranj-unisex-sneaker-0012705,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty336/product/media/images/20220220/18/54173689/383752502/3/3_org_zoom.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,
Black-smoked-oranj-unisex-sneaker-0012705,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty338/product/media/images/20220220/18/54173689/383752502/5/5_org_zoom.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,
Black-smoked-oranj-unisex-sneaker-0012705,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty520/product/media/images/20220903/0/168754566/383752502/2/2_org_zoom.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,,
